2024-01-14 00:26:10:676: [INFO] - This game id is D-00000009
2024-01-14 00:26:10:676: [INFO] - My id is P-00000005
2024-01-14 00:26:11:365: [INFO] - Receive join-room event. res_data: {"room_name":"test","player":"Alternative 4"}
2024-01-14 00:26:14:029: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"black","special":"wild_draw_4"},{"color":"blue","special":"reverse"},{"color":"red","number":4},{"color":"blue","number":2},{"color":"yellow","special":"reverse"},{"color":"red","special":"skip"},{"color":"blue","number":4}],"is_penalty":false}
2024-01-14 00:26:14:239: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"yellow","special":"draw_2"},{"color":"red","number":8},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"yellow","number":6},{"color":"green","number":5},{"color":"blue","number":8}],"is_penalty":false}
2024-01-14 00:26:14:295: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"red","number":2},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:14:344: [INFO] - Receive penalty event. res_data: {"player":"P-00000002","number_card_of_player":9,"error":"Next player invalid."}
2024-01-14 00:26:14:380: [INFO] - Receive draw-card event. res_data: {"player":"P-00000006","is_draw":true}
2024-01-14 00:26:14:434: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"red","special":"draw_2"},"yell_uno":false,"player":"P-00000001"}
2024-01-14 00:26:14:449: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"red","special":"draw_2"},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":6},{"color":"green","number":5},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":8},{"color":"red","number":8}],"must_call_draw_card":true,"draw_reason":"draw_2","turn_right":true,"number_card_play":2,"number_turn_play":3,"number_card_of_player":{"P-00000002":9,"P-00000006":9,"P-00000001":6,"P-00000005":7}}
2024-01-14 00:26:14:450: [INFO] - Send draw-card event. req_data: {}
2024-01-14 00:26:14:467: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"yellow","number":3},{"color":"yellow","number":6}],"is_penalty":false}
2024-01-14 00:26:14:479: [INFO] - Receive draw-card event. res_data: {"player":"P-00000005","is_draw":true}
2024-01-14 00:26:14:479: [INFO] - Client draw-card successfully! res_data: {"player":"P-00000005","is_draw":true,"can_play_draw_card":false,"draw_card":[{"color":"yellow","number":3},{"color":"yellow","number":6}]}
2024-01-14 00:26:14:520: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"red","special":"reverse"},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:14:533: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000002","card_before":{"color":"red","special":"reverse"},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"green","number":5},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":8},{"color":"red","number":8}],"must_call_draw_card":false,"draw_reason":"nothing","turn_right":false,"number_card_play":3,"number_turn_play":5,"number_card_of_player":{"P-00000002":8,"P-00000006":9,"P-00000001":6,"P-00000005":9}}
2024-01-14 00:26:14:534: [DEBUG] - selected card: {"color":"red","number":8}
2024-01-14 00:26:14:534: [INFO] - Send play-card event. req_data: {"card_play":{"color":"red","number":8},"yell_uno":false}
2024-01-14 00:26:14:562: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"red","number":8},"yell_uno":false,"player":"P-00000005"}
2024-01-14 00:26:14:576: [INFO] - Client play-card successfully! res_data: {"card_play":{"color":"red","number":8},"yell_uno":false}
2024-01-14 00:26:14:628: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","number":8},"yell_uno":false,"player":"P-00000001"}
2024-01-14 00:26:14:674: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","number":2},"yell_uno":false,"player":"P-00000006"}
2024-01-14 00:26:14:720: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","special":"reverse"},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:14:767: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","number":7},"yell_uno":false,"player":"P-00000006"}
2024-01-14 00:26:14:822: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","special":"reverse"},"yell_uno":false,"player":"P-00000001"}
2024-01-14 00:26:14:864: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","special":"reverse"},"yell_uno":false,"player":"P-00000006"}
2024-01-14 00:26:14:914: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":2},"yell_uno":false,"player":"P-00000001"}
2024-01-14 00:26:14:929: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"green","number":2},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"green","number":5},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":8}],"must_call_draw_card":false,"draw_reason":"nothing","turn_right":true,"number_card_play":11,"number_turn_play":13,"number_card_of_player":{"P-00000002":7,"P-00000006":6,"P-00000001":3,"P-00000005":8}}
2024-01-14 00:26:14:930: [DEBUG] - selected card: {"color":"green","number":5}
2024-01-14 00:26:14:930: [INFO] - Send play-card event. req_data: {"card_play":{"color":"green","number":5},"yell_uno":false}
2024-01-14 00:26:14:956: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":5},"yell_uno":false,"player":"P-00000005"}
2024-01-14 00:26:14:970: [INFO] - Client play-card successfully! res_data: {"card_play":{"color":"green","number":5},"yell_uno":false}
2024-01-14 00:26:14:997: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":1},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:15:038: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":2},"yell_uno":false,"player":"P-00000006"}
2024-01-14 00:26:15:087: [INFO] - Receive draw-card event. res_data: {"player":"P-00000001","is_draw":true}
2024-01-14 00:26:15:124: [INFO] - Receive play-draw-card event. res_data: {"is_play_card":true,"yell_uno":false,"player":"P-00000001","card_play":{"color":"green","special":"draw_2"}}
2024-01-14 00:26:15:147: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"green","special":"draw_2"},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":8}],"must_call_draw_card":true,"draw_reason":"draw_2","turn_right":true,"number_card_play":15,"number_turn_play":17,"number_card_of_player":{"P-00000002":6,"P-00000006":5,"P-00000001":3,"P-00000005":7}}
2024-01-14 00:26:15:147: [INFO] - Send draw-card event. req_data: {}
2024-01-14 00:26:15:162: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"blue","number":6},{"color":"red","special":"reverse"}],"is_penalty":false}
2024-01-14 00:26:15:173: [INFO] - Receive draw-card event. res_data: {"player":"P-00000005","is_draw":true}
2024-01-14 00:26:15:173: [INFO] - Client draw-card successfully! res_data: {"player":"P-00000005","is_draw":true,"can_play_draw_card":false,"draw_card":[{"color":"blue","number":6},{"color":"red","special":"reverse"}]}
2024-01-14 00:26:15:215: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":6},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:15:257: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":7},"yell_uno":false,"player":"P-00000006"}
2024-01-14 00:26:15:307: [INFO] - Receive draw-card event. res_data: {"player":"P-00000001","is_draw":true}
2024-01-14 00:26:15:320: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"green","number":7},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":6},{"color":"blue","number":8},{"color":"red","special":"reverse"}],"must_call_draw_card":false,"draw_reason":"nothing","turn_right":true,"number_card_play":17,"number_turn_play":21,"number_card_of_player":{"P-00000002":5,"P-00000006":4,"P-00000001":4,"P-00000005":9}}
2024-01-14 00:26:15:321: [INFO] - Send draw-card event. req_data: {}
2024-01-14 00:26:15:348: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"blue","number":4}],"is_penalty":false}
2024-01-14 00:26:15:360: [INFO] - Receive draw-card event. res_data: {"player":"P-00000005","is_draw":true}
2024-01-14 00:26:15:360: [INFO] - Client draw-card successfully! res_data: {"player":"P-00000005","is_draw":true,"can_play_draw_card":false,"draw_card":[{"color":"blue","number":4}]}
2024-01-14 00:26:15:404: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":7},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:15:448: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"green","number":8},"yell_uno":false,"player":"P-00000006"}
2024-01-14 00:26:15:496: [INFO] - Receive draw-card event. res_data: {"player":"P-00000001","is_draw":true}
2024-01-14 00:26:15:510: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"green","number":8},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":4},{"color":"blue","number":6},{"color":"blue","number":8},{"color":"red","special":"reverse"}],"must_call_draw_card":false,"draw_reason":"nothing","turn_right":true,"number_card_play":19,"number_turn_play":25,"number_card_of_player":{"P-00000002":4,"P-00000006":3,"P-00000001":5,"P-00000005":10}}
2024-01-14 00:26:15:510: [DEBUG] - selected card: {"color":"blue","number":8}
2024-01-14 00:26:15:510: [INFO] - Send play-card event. req_data: {"card_play":{"color":"blue","number":8},"yell_uno":false}
2024-01-14 00:26:15:539: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"blue","number":8},"yell_uno":false,"player":"P-00000005"}
2024-01-14 00:26:15:555: [INFO] - Client play-card successfully! res_data: {"card_play":{"color":"blue","number":8},"yell_uno":false}
2024-01-14 00:26:15:583: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"blue","number":2},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:15:627: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"blue","special":"wild"},"yell_uno":false,"color_of_wild":"blue","player":"P-00000006"}
2024-01-14 00:26:15:630: [INFO] - Receive update-color event. res_data: {"color":"blue"}
2024-01-14 00:26:15:695: [INFO] - Receive draw-card event. res_data: {"player":"P-00000001","is_draw":true}
2024-01-14 00:26:15:709: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"blue","special":"wild"},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"blue","special":"draw_2"},{"color":"blue","special":"draw_2"},{"color":"blue","number":4},{"color":"blue","number":6},{"color":"red","special":"reverse"}],"must_call_draw_card":false,"draw_reason":"nothing","turn_right":true,"number_card_play":22,"number_turn_play":29,"number_card_of_player":{"P-00000002":3,"P-00000006":2,"P-00000001":6,"P-00000005":9}}
2024-01-14 00:26:15:709: [DEBUG] - selected card: {"color":"blue","special":"draw_2"}
2024-01-14 00:26:15:709: [INFO] - Send play-card event. req_data: {"card_play":{"color":"blue","special":"draw_2"},"yell_uno":false}
2024-01-14 00:26:15:740: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"blue","special":"draw_2"},"yell_uno":false,"player":"P-00000005"}
2024-01-14 00:26:15:755: [INFO] - Client play-card successfully! res_data: {"card_play":{"color":"blue","special":"draw_2"},"yell_uno":false}
2024-01-14 00:26:15:781: [INFO] - Receive draw-card event. res_data: {"player":"P-00000002","is_draw":true}
2024-01-14 00:26:15:836: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"white","special":"white_wild"},"yell_uno":true,"player":"P-00000006"}
2024-01-14 00:26:15:850: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000006","card_before":{"color":"blue","special":"white_wild"},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"blue","special":"draw_2"},{"color":"blue","number":4},{"color":"blue","number":6},{"color":"red","special":"reverse"}],"must_call_draw_card":true,"draw_reason":"skip_bind_2","turn_right":true,"number_card_play":24,"number_turn_play":32,"number_card_of_player":{"P-00000002":5,"P-00000006":1,"P-00000001":6,"P-00000005":8}}
2024-01-14 00:26:15:850: [INFO] - Send draw-card event. req_data: {}
2024-01-14 00:26:15:865: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"yellow","special":"skip"}],"is_penalty":false}
2024-01-14 00:26:15:877: [INFO] - Receive draw-card event. res_data: {"player":"P-00000005","is_draw":true}
2024-01-14 00:26:15:877: [INFO] - Client draw-card successfully! res_data: {"player":"P-00000005","is_draw":true,"can_play_draw_card":false,"draw_card":[{"color":"yellow","special":"skip"}]}
2024-01-14 00:26:15:919: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"blue","number":7},"yell_uno":false,"player":"P-00000002"}
2024-01-14 00:26:15:961: [INFO] - Receive draw-card event. res_data: {"player":"P-00000006","is_draw":true}
2024-01-14 00:26:15:990: [INFO] - Receive play-draw-card event. res_data: {"is_play_card":true,"yell_uno":true,"player":"P-00000006","card_play":{"color":"yellow","number":7}}
2024-01-14 00:26:16:051: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","number":0},"yell_uno":false,"player":"P-00000001"}
2024-01-14 00:26:16:065: [INFO] - Receive next-player event. res_data: {"next_player":"P-00000005","before_player":"P-00000001","card_before":{"color":"yellow","number":0},"card_of_player":[{"color":"yellow","special":"draw_2"},{"color":"yellow","number":3},{"color":"yellow","number":6},{"color":"yellow","number":6},{"color":"yellow","special":"skip"},{"color":"blue","special":"draw_2"},{"color":"blue","number":4},{"color":"blue","number":6},{"color":"red","special":"reverse"}],"must_call_draw_card":true,"draw_reason":"nothing","turn_right":true,"number_card_play":27,"number_turn_play":36,"number_card_of_player":{"P-00000002":4,"P-00000006":1,"P-00000001":5,"P-00000005":9}}
2024-01-14 00:26:16:065: [INFO] - Send draw-card event. req_data: {}
2024-01-14 00:26:16:080: [INFO] - Receive receiver-card event. res_data: {"cards_receive":[{"color":"green","special":"skip"}],"is_penalty":false}
2024-01-14 00:26:16:090: [INFO] - Receive draw-card event. res_data: {"player":"P-00000005","is_draw":true}
2024-01-14 00:26:16:090: [INFO] - Client draw-card successfully! res_data: {"player":"P-00000005","is_draw":true,"can_play_draw_card":false,"draw_card":[{"color":"green","special":"skip"}]}
2024-01-14 00:26:16:132: [INFO] - Receive play-card event. res_data: {"card_play":{"color":"yellow","number":2},"yell_uno":false,"player":"P-00000002"}
